movie_name,actors_List,genre_list 
The Hidden Fortress,"{'Misa Uehara': 'Princess Yuki', 'Toshirô Mifune': 'General Rokurota Makabe', 'Eiko Miyoshi': 'Old Lady-In-Waiting', 'Kamatari Fujiwara': 'Matashichi', 'Kichijir': 'Slave Trader', 'Kôji Mitsui': 'Guard', 'Kokuten Kôdô': 'Old Man In Front Of Sign', 'Minoru Chiaki': 'Tahei', 'Susumu Fujita': 'General Hyoe Tadokoro', 'Takashi Shimura': 'The Old General, Izumi Nagakura', 'Takeshi Katô': 'Fleeing, Bloody Samurai', 'Toranosuke Ogawa': 'Magistrate Of The Bridge Barrier', 'Toshiko Higuchi': ""Farmer's Daughter Bought From Slave Trader"", 'Yoshio Tsuchiya': 'Samurai On Horse', 'Yû Fujiki': 'Barrier Guard'}","['Adventure', 'Drama']"
Still Walking,"{'Haruko Kato': 'Cast', 'Hiroshi Abe': 'Ryota Yokoyama', 'Hotaru Nomoto': 'Satsuki Kataoka', 'Kazuya Takahashi': 'Nobuo Kataoka', 'Kirin Kiki': 'Toshiko Yokoyama', 'Ryôga Hayashi': 'Mutsu Kataoka', 'Shohei Tanaka': 'Atsushi Yokoyama', 'Susumu Terajima': 'Sushi Deliverer', 'Yoshio Harada': 'Kyohei Yokoyama', 'You': 'Chinami Kataoka', 'Yui Natsukawa': 'Yukari Yokoyama', 'Hijiri Taguchi': 'Producer', 'Masahiro Yasuda': 'Producer', 'Satoshi Kono': 'Producer', 'Yoshihiro Kato': 'Producer'}",['Drama']
Gangs of Wasseypur,"{'Aditya Kumar': 'Perpendicular', 'Huma Qureshi': 'Mohsina', 'Jaideep Ahlawat': 'Shahid Khan', 'Jameel Khan': 'Asgar Khan', 'Manoj Bajpai': 'Sardar Khan', 'Nowaz': 'Faizal Khan', 'Piyush Mishra': 'Nasir Ahmed', 'Raj Kumar Yadav': 'Shamshad', 'Richa Chadda': 'Nagma Khatoon', 'Sankalp Acharekar': 'Tangent', 'Satyakam Anand': 'J.P. Singh', 'Tigmanshu Dhulia': 'Ramadhir Singh', 'Vineet Singh': 'Danish Khan', 'Vipin Sharma': 'Ehsaan Qureshi', 'Zeishan Quadri': 'Definite', 'Adi Shankar': 'Presents', 'Ajay Rai': 'Co-Producer', 'Anurag Kashyap': 'Producer', 'Guneet Monga': 'Producer', 'Maitreyee Dasgupta': 'Supervising Producer', 'Meraj Shaikh': 'Executive Producer: AKFPL', 'Prasanth Kumar': 'Line Producer', 'Rakesh Bhagwani': 'Line Producer', 'Shubh Shivdasani': 'Additional Line Producer', 'Sunil Bohra': 'Producer'}","['Action', 'Drama', 'Thriller', 'Crime']"
The Last Detail,"{'Jack Nicholson': 'Buddusky', 'Randy Quaid': 'Meadows', 'Carol Kane': 'Young Whore', 'Clifton James': 'M.A.A.', 'Derek McGrath': 'Nichiren Shoshu Member', 'Don McGovern': 'Bartender', 'Gerry Salsberg': 'Henry', 'Jim Henshaw': 'Sweek', 'Kathleen Miller': 'Annette', 'Luana Anders': 'Donna', 'Michael Chapman': 'Taxi Driver', 'Michael Moriarty': 'Marine O.D.', 'Nancy Allen': 'Nancy', 'Otis Young': 'Mulhall', 'Pat Hamilton': 'Madame'}","['Drama', 'Comedy']"
When the Levees Broke: A Requiem in Four Acts,"{'Douglas Brinkley': 'Self', 'Joseph Bruno': 'Self', 'Karen Carter': 'Self', 'Kathleen Blanco': 'Self', 'Louis Cataldie': 'Self', 'Butch Robinson': 'Line Producer', 'Jacqueline Glover': 'Supervising Producer', 'Samuel D. Pollard': 'Producer', 'Sheila Nevins': 'Executive Producer', 'Spike Lee': 'Producer'}",['Documentary']
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"{'Ken Davitian': 'Azamat', 'Sacha Baron Cohen': 'Borat', 'Alan Keyes': 'Himself', 'Bob Barr': 'Himself', 'Jean-Pierre Parent': 'Kazakh Swimmer', 'Luenell': 'Luenell', 'Mitchell Falk': 'Prime Minister Of Kazakhstan', 'Pamela Anderson': 'Herself'}",['Comedy']
Minari,"{'Alan S. Kim': 'David', 'Darryl Cox': 'Mr. Harlan', 'Eric Starkey': 'Randy Boomer', 'Esther Moon': 'Mrs. Oh', 'Noel Cho': 'Anne', 'Scott Haze': 'Billy', 'Steven Yeun': 'Jacob', 'Will Patton': 'Paul', 'Ye-ri Han': 'Monica', 'Yeo-Jong Yun': 'Soonja', 'Ben Hall': 'Dowsing Dan', 'Jacob M Wade': 'Johnnie', 'James Carroll': 'Brother Roy', 'Jenny Phagan': 'Bonnie', 'Tina Parker': 'Debbie'}",['Drama']
Barry Lyndon,"{'Marisa Berenson': 'Lady Honoria Lyndon', ""Ryan O'Neal"": 'Barry Lyndon', 'André Morell': 'Lord Gustavus Adolphus Wendover', ""Arthur O'Sullivan"": 'Captain Feeny, The Highwayman', 'Diana Körner': 'Lischen', 'Frank Middlemass': 'Sir Charles Lyndon', 'Gay Hamilton': 'Nora Brady', 'Godfrey Quigley': 'Captain Grogan', 'Hardy Krüger': 'Captain Potzdorf', 'Leonard Rossiter': 'Captain John Quin', 'Marie Kean': ""Barry's Mother"", 'Murray Melvin': 'Reverend Samuel Runt', 'Patrick Magee': 'The Chevalier Du Balibari', 'Philip Stone': 'Graham', 'Steven Berkoff': 'Lord Ludd'}","['Adventure', 'Drama', 'History', 'War']"
The Farewell,"{'Aoi Mizuhara': 'Aiko', 'Awkwafina': 'Billi', 'Becca Khalil': 'Shirley', 'Diana Lin': 'Lu Jian', 'Diane Dehn': 'Birthday Singer', 'Gil Perez-Abraham': 'Tony', 'Han Chen': 'Haohao', 'Hong Lin': 'Doctor Wu', 'Hong Lu': 'Little Nai Nai', 'Ines Laimins': 'Kathy', 'Jim Liu': 'Doctor Song', 'Shuzhen Zhou': 'Nai Nai', 'Tzi Ma': 'Haiyan', 'X Mayo': 'Suz', 'Yang Xuejian': 'Mr. Li', 'Yongbo Jiang': 'Haibin', 'Zhao Shuzhen': 'Nai Nai', 'Hongli Liu': 'Aunty Gao', 'Jing Zhang': 'Gu Gu', 'Jinhang Liu': 'Bao', 'Shimin Zhang': 'Michael', 'Xiang Li': 'Aunty Ling'}","['Drama', 'Comedy']"
Elle,"{'Anne Consigny': 'Anna', 'Charles Berling': 'Richard Leblanc', 'Isabelle Huppert': 'Michelle', 'Laurent Lafitte': 'Patrick', 'Alice Isaaz': 'Josie', 'Arthur Mazet': 'Kevin', 'Christian Berkel': 'Robert', 'Hugo Conzelmann': 'Philipp Kwan', 'Jean Douchet': 'Guest At The Party', 'Jean-Noël Martin': ""Le Maître D'hôtel"", 'Jonas Bloquet': 'Vincent', 'Judith Magre': 'Irène Leblanc', 'Lucas Prisor': 'Kurt', 'Nicolas Beaucaire': ""L'agent Immobilier"", 'Olivia Gotanègre': 'Nurse', 'Raphaël Lenglet': 'Ralph', 'Stéphane Bak': 'Omar', 'Vimala Pons': 'Hélène', 'Virginie Efira': 'Rebecca'}","['Drama', 'Thriller', 'Comedy']"
The Tale of The Princess Kaguya,"{'Chloë Grace Moretz': 'The Princess Kaguya', 'James Caan': 'The Bamboo Cutter', 'James Marsden': 'Prince Ishitsukuri', 'Mary Steenburgen': ""The Bamboo Cutter's Wife/Narrator"", 'Aki Asakura': 'Princess Kaguya', 'Beau Bridges': 'Prince Kuramochi', 'Brian Leone': 'Villager', 'Caitlyn Leone': 'Princess Kaguya Young', 'Daniel Dae Kim': 'Great Counselor Otomo', 'Darren Criss': 'Sutemaru', 'Dean Cain': 'The Mikado', 'Emily Bridges': 'Kita No Kata', 'George Segal': 'Inbe No Akita', 'Hikaru Ijûin': 'Abe No Udaijin', 'Hynden Walch': 'Me No Warawa', 'Isao Hashizume': 'Kuramochi No Miko', 'John Cho': 'Middle Counselor Isonokami', 'Kengo Kôra': 'Sutemaru', 'Lucy Liu': 'Lady Sagami', 'Michael Leone': 'Villager', 'Oliver Platt': 'Lord Minster Of The Right Abe', 'Takaya Kamikawa': 'Ishitsukuri No Miko', 'Takeo Chii': 'Okina', 'Yukiji Asaoka': 'Kitanokata'}","['Drama', 'Fantasy', 'Animation']"
Uncertain,"{'Anna Sandilands': 'Co-Producer', 'Ewan McNicol': 'Co-Producer'}","['Drama', 'Comedy', 'Documentary']"
Captain Blood,"{'Basil Rathbone': 'Levasseur', 'Donald Meek': 'Dr. Whacker', 'Errol Flynn': 'Peter Blood', 'Guy Kibbee': 'Hagthorpe', 'Henry Stephenson': 'Lord Willoughby', 'Hobart Cavanaugh': 'Dr. Bronson', 'Lionel Atwill': 'Colonel Bishop', 'Olivia de Havilland': 'Arabella Bishop', 'Robert Barrat': 'Wolverstone', 'Ross Alexander': 'Jeremy Pitt', 'David Torrence': 'Andrew Baynes', 'Forrester Harvey': 'Honesty Nuttall', 'Frank McGlynn Sr.': 'Rev. Ogle', 'Holmes Herbert': 'Capt. Gardner', 'Jessie Ralph': 'Mrs. Barlow'}","['Action', 'Adventure']"
"Two Days, One Night","{'Alain Eloy': 'Willy', 'Batiste Sornin': 'M. Dumont', 'Catherine Salée': 'Juliette', 'Fabrizio Rongione': 'Manu', 'Lara Persain': 'Femme De Willy', 'Marion Cotillard': 'Sandra', 'Pili Groyne': 'Estelle', 'Simon Caudry': 'Maxime', 'Anette Niro': 'Nanna', 'Christelle Cornil': 'Anne', 'Christelle Delbrouck': 'Barwoman', 'Fabienne Sciascia': 'Nadine', 'Hassaba Halibi': 'Femme De Hicham', 'Hicham Slaoui': 'Hicham', 'Laurent Caron': 'Julien', 'Myriem Akeddiou': 'Mireille', 'Olivier Gourmet': 'Cast', 'Philippe Jeusette': 'Yvon', 'Rania Mellouli': 'Fille Timur', 'Timur Magomedgadzhiev': 'Timur', 'Yohan Zimmer': 'Jérôme'}",['Drama']
National Gallery,{},"['History', 'Documentary']"
Eighth Grade,"{'Catherine Oliviere': 'Kennedy', 'Daniel Zolghadri': 'Riley', 'Deborah Unger': 'Mrs. Nolan', 'Elsie Fisher': 'Kayla', 'Emily Robinson': 'Olivia', 'Frank Deal': 'Officer Todd', 'Fred Hechinger': 'Trevor', 'Gerald W. Jones': 'Tyler', 'Greg Crowe': 'Principal McDaniels', 'Imani Lewis': 'Aniyah', 'Jake Ryan': 'Gabe', 'Josh Hamilton': 'Mark Day', 'Luke Prael': 'Aiden', 'Marguerite Stimpson': 'Woman On Tv', 'Missy Yager': 'Mrs. Graves', 'Natalie Carter': 'Mrs. Roach', 'Nora Mullins': 'Steph', 'Castor Feinberg': 'Middle School Student', 'Faith Kelly': 'Student', 'Jalesia Martinez': 'High School Student', 'Kaileen Quinones': 'Middle School Student', 'Kevin R. Free': 'Mr. Denkert', 'Shacha Temirov': 'Mason', ""Thomas J O'Reilly"": 'Edmund'}","['Drama', 'Comedy']"
A Star Is Born,"{'Amanda Blake': 'Susan Ettinger', 'Charles Bickford': 'Oliver Niles', 'Hazel Shermet': ""Libby's Secretary"", 'Irving Bacon': 'Graves', 'Jack Carson': 'Matt Libby', 'James Brown': 'Glenn Williams', 'James Mason': 'Norman Maine', 'Judy Garland': 'Vicki Lester', 'Lucy Marlow': 'Lola Lavery', 'Tommy Noonan': 'Danny McGuire', 'David Armstrong': 'Soundman', 'Laurindo Almeida': 'Guitarist', 'Leon Alton': 'Usher', 'Phil Arnold': 'Agent #3', 'Rudolph Anders': 'Mr. Ettinger'}","['Drama', 'Romance', 'Musical']"
First Cow,"{'Alia Shawkat': 'Woman With Dog', 'Clayton Nemrow': 'Clyde', 'Dylan Smith': 'Jack', 'Ewen Bremner': 'Lloyd', 'Gary Farmer': 'Totillicum', 'Jeb Berrier': 'Cribbage Player', 'John Keating': 'Pat', 'John Magaro': 'Cookie Figowitz', 'Lily Gladstone': ""Chief Factor's Wife"", 'Manuel Rodriguez': 'Bill', 'Orion Lee': 'King Lu', 'Patrick D. Green': 'Russian Trapper', 'René Auberjonois': 'Principal Cast', 'Scott Shepherd': 'Lloyd', 'Ted Rooney': 'Fort Trapper', 'Toby Jones': 'Chief Factor', 'Todd A. Robinson': 'Fort Trapper', 'Jared Kasowski': 'Thomas', 'Kevin Michael Moore': 'Fort Trapper', 'Mitchell Saddleback': 'Chief Factor Servant', 'Phelan Davis': 'Fort Trapper 5', 'T. Dan Hopkins': 'Hawaiian Man'}",['Drama']
No End in Sight,"{'Ali Fadhil': 'Himself', 'Campbell Scott': 'Narrator', 'Colin Powell': 'Himself', 'Dick Cheney': 'Himself', 'Donald Rumsfeld': 'Himself', 'Feisal Istrabadi': 'Himself', 'George Tenet': 'Himself', 'Gerald Burke': 'Himself', 'James Bamford': 'Himself', 'Marc Garlasco': 'Himself', 'Omar Fekeiki': 'Himself', 'Paul Hughes': 'Himself', 'Paul Wolfowitz': 'Himself', 'Robert Hutchings': 'Himself', 'Samantha Power': 'Cast', 'Alex Gibney': 'Executive Producer', 'Audrey Marrs': 'Producer', 'Charles Ferguson': 'Producer', 'Jennie Amias': 'Producer', 'Jessie Vogelson': 'Producer', 'Mary Walsh': 'Associate Producer'}","['War', 'Documentary']"
It's a Wonderful Life,"{'Donna Reed': 'Mary Hatch', 'James Stewart': 'George Bailey', 'Beulah Bondi': 'Mrs. Bailey', 'Frank Albertson': 'Sam Wainwright', 'Frank Faylen': 'Ernie', 'Gloria Grahame': 'Violet', 'H.B. Warner': 'Mr. Gower', 'Henry Travers': 'Clarence', 'Lionel Barrymore': 'Mr. Potter', 'Mary Treen': 'Cousin Tilly', 'Samuel S. Hinds': 'Pa Bailey', 'Thomas Mitchell': 'Uncle Billy', 'Todd Karns': 'Harry Bailey', 'Virginia Patton': 'Ruth Dakin', 'Ward Bond': 'Bert'}","['Drama', 'Fantasy', 'Family']"
The Madness of King George,"{'Amanda Donohoe': 'Lady Pembroke', 'Cassandra Halliburton': 'Royal Children', 'Charlotte Curley': 'Amelia', 'Eve Camden': 'Royal Children', 'Helen Mirren': 'Queen Charlotte', 'Joanna Hall': 'Royal Children', 'Peter Bride-Kirk': 'Royal Children', 'Rupert Graves': 'Greville', 'Thomas Copeland': 'Royal Children', 'David Leon': 'Footmen', 'Julian Rhind-Tutt': 'Duke Of York', 'Martin Julier': 'Footmen', 'Natalie Palys': 'Royal Children', 'Rupert Everett': 'Prince Of Wales', 'Russell Martin': 'Royal Children'}","['Biography', 'Drama', 'History', 'Comedy']"
Phoenix,"{'Felix Römer': 'Geiger', 'Imogen Kogge': 'Elisabeth', 'Michael Maertens': 'Arzt', 'Nina Hoss': 'Nelly Lenz', 'Nina Kunzendorf': 'Lene Winter', 'Ronald Zehrfeld': 'Johnny Lenz', 'Trystan Pütter': 'Soldat An Der Brücke', 'Uwe Preuss': 'Clubbesitzer', 'Claudia Geisler': 'Frederike', 'Daniela Holtz': 'Sigrid', 'Eva Bay': 'Tänzerin', 'Jeff Burrell': 'Soldat Im Club', 'Kirsten Block': 'Wirtin', 'Max Hopp': 'Der Mann', 'Megan Gay': 'Mitarbeiterin Zentralstelle Halensee', 'Nikola Kastner': 'Junge Frau', 'Sofia Exss': 'Zigarettenmädchen', 'Valerie Koch': 'Tänzerin'}","['Drama', 'History']"
Goodbye Solo,"{'Red West': 'William', 'Souleymane Sy Savane': 'Solo', 'Alexandra Dimopoulos': 'Nurse', 'Carmen Leyva': 'Quiera', 'Chris Greene': 'Thug', 'Diana Franco Galindo': 'Alex', 'Evelia Garcia': 'Bar Owner', ""Jamill 'Peaches' Fowler"": 'Pork Chop', 'Jim Babel': 'Airline Interviewer', ""Lane 'Roc' Williams"": 'Roc', 'Lasheka Brown': 'Crack Passenger', 'Mamadou Lam': 'Mamadou', 'Neill Fleeman': 'Airline Interviewer', 'Peter N. Anyieth': 'DVD Seller', 'Sarah S. Brooks': 'Passenger With Hat'}",['Drama']
Gunda,"{'Anita Rehoff Larsen': 'Producer', 'Charlotte Hailstone': 'Line Producer', 'Joaquin Phoenix': 'Executive Producer', 'Joslyn Barnes': 'Co-Producer', 'Regina Kulik Scully': 'Co-Executive Producer', 'Susan Rockefeller': 'Co-Producer', 'Tone Grøttjord-Glenne': 'Executive Producer'}",['Documentary']
Western,"{'Bill King': 'Executive Producer', 'Bill Ross IV': 'Producer', 'Dan Janvey': 'Executive Producer', 'Daniel Hymanson': 'Associate Producer', 'Jake Graham-Felsen': 'Associate Producer', 'Josh Penn': 'Executive Producer', 'Libby Thompson': 'Executive Producer', 'Lisa Kleiner-Chanoff': 'Co-Executive Producer', 'Michael Gottwald': 'Producer', 'Noah Stahl': 'Co-Producer', 'Turner Ross': 'Producer'}","['Western', 'Documentary']"
The Souvenir: Part II,"{'Alice McMillan': 'Elisa', 'Amber Anderson': 'Amber', 'Ariane Labed': 'Garance', 'Barbara Peirson': 'Barbara', 'Charlie Heaton': 'Jim', 'Gail Ferguson': 'Parapsychologist', 'Harris Dickinson': 'Principal Cast', 'Honor Swinton-Byrne': 'Julie', 'Jack McMullen': 'Jack', 'James Dodds': 'James', 'James Spencer Ashworth': 'William', 'Jaygann Ayeh': 'Marland', 'Joe Alwyn': 'Principal Cast', 'Oli Bauer': 'Simon', 'Richard Ayoade': 'Patrick', 'Tilda Swinton': 'Rosalind', 'Tosin Cole': 'Phil', 'Alex Robertson': ""Patrick's Art Director"", 'Byron Broadbent': 'Max Shiatsu Therapist', 'Erik Wilson': ""Patrick's Director Of Photography"", 'Frankie Wilson': 'Frankie', 'Gala Botero': 'Suzie', 'Grace Hancock': 'Model', 'Yasmin Paige': ""Patrick's Assistant""}",['Drama']
Stop Making Sense,"{'David Byrne': 'Vocals And Guitar', 'Alex Weir': 'Guitar And Vocals', 'Bernie Worrell': 'Keyboards', 'Chris Frantz': 'Drums And Vocals', 'Ednah Holt': 'Backing Vocals', 'Jerry Harrison': 'Guitar, Keyboards And Vocals', 'Lynn Mabry': 'Backing Vocals', 'Steven Scales': 'Percussion', 'Tina Weymouth': 'Bass, Percussion And Vocals'}","['Music', 'Documentary']"
Deep Red,"{'Aldo Bonamano': ""Carlo's Father"", 'Clara Calamai': 'Marta', 'Daria Nicolodi': 'Gianna Brezzi', 'David Hemmings': 'Marcus Daly', 'Eros Pagni': 'Supt. Calcabrini', 'Gabriele Lavia': 'Carlo', 'Giuliana Calandra': 'Amanda Righetti', 'Glauco Mauri': 'Prof. Giordani', 'Macha Méril': 'Helga Ulmann', 'Piero Mazzinghi': 'Bardi', 'Dante Fioretti': 'Police Photographer', 'Geraldine Hooper': 'Massimo Ricci', 'Jacopo Mariani': 'Young Carlo', 'Liana Del Balzo': 'Elvira', 'Vittorio Fanfoni': 'Cop Taking Notes'}","['Mystery', 'Thriller', 'Horror']"
Downhill Racer,"{'Camilla Sparv': 'Carole', 'Dabney Coleman': 'Mayo', 'Gene Hackman': 'Claire', 'Jerry Dexter': 'Engel', 'Jim McMullan': 'Creech', 'Karl Michael Vogler': 'Machet', 'Kathleen Crowley': 'Reporter', 'Kenneth Kirk': 'D.K.', 'Oren Stevens': 'Kipsmith', 'Robert Redford': 'Chappellet', 'Carole Carle': 'Lena', 'Joe Jay Jalbert': 'Tommy Erb', 'Rip McManus': 'Devore', 'Tom J. Kirk': 'Stiles', 'Walter Stroud': 'Mr. Chappellet'}","['Drama', 'Sport']"
Alien,"{'John Hurt': 'Kane', 'Sigourney Weaver': 'Ripley', 'Tom Skerritt': 'Dallas', 'Bolaji Badejo': 'Alien', 'Eddie Powell': 'Alien', 'Harry Dean Stanton': 'Brett', 'Helen Horton': 'Mother', 'Ian Holm': 'Ash', 'Veronica Cartwright': 'Lambert', 'Yaphet Kotto': 'Parker'}","['Sci-Fi', 'Thriller', 'Horror']"
Columbus,"{'Alphaeus Green Jr.': 'Tour Guide #1', 'Caitlin Ewald': 'Bartender', 'Erin Allegretti': 'Emma', 'Haley Lu Richardson': 'Casey', 'Jim Dougherty': 'Aaron', 'John Cho': 'Jin', 'Michelle Forbes': 'Cast', 'Parker Posey': 'Cast', 'Rory Culkin': 'Cast', 'Wynn Reichert': 'Miller House Tour Guide', 'Lindsey Shope': 'Sarah', 'Reen Vogel': 'Hotel Cleaner', 'Rosalyn R. Ross': 'Christine', 'Shani Salyers Stiles': 'Vanessa', 'William Willet': ""Maria's Supervisor/Love Interest""}","['Drama', 'Comedy', 'Romance']"
Night of the Living Dead,"{'Duane Jones': 'Ben', ""Judith O'Dea"": 'Barbra', 'A.C. McDonald': 'Zombie/Posse Member', 'Bill Cardille': 'Field Reporter', 'Charles Craig': 'Newscaster/Zombie', 'Frank Doak': 'Scientist', 'George Kosana': 'Sheriff McClelland', 'Judith Ridley': 'Judy', 'Karl Hardman': 'Harry', 'Keith Wayne': 'Tom', 'Kyra Schon': 'Karen Cooper', 'Marilyn Eastman': 'Helen', 'Mark Ricci': 'Washington Scientist', 'S. William Hinzman': 'Zombie', 'Samuel R. Solito': 'Zombie/Posse Member'}",['Horror']
The Artist,"{'Adrian Politowski': 'Co-Producer', 'Antoine de Cazotte': 'Executive Producer', 'Daniel Delume': 'Executive Producer', 'Emmanuel Montamat': 'Producer', 'Gilles Waterkeyn': 'Co-Producer', 'Jeremy Burdek': 'Co-Producer', 'Nadia Khamlichi': 'Co-Producer', 'Richard Middleton': 'Executive Producer', 'Thomas Langmann': 'Producer'}",['Romance']
Yankee Doodle Dandy,"{'Frances Langford': 'Singer - Nora', 'George Barbier': 'Erlanger', 'George Tobias': 'Dietz', 'Irene Manning': 'Fay Templeton', 'James Cagney': 'George M. Cohan', 'Jeanne Cagney': 'Josie Cohan', 'Joan Leslie': 'Mary', 'Richard Whorf': 'Sam Harris', 'Rosemary DeCamp': 'Nellie Cohan', 'Walter Huston': 'Jerry Cohan', 'Douglas Croft': 'George M. Cohan - As A Boy Of 13', 'Eddie Foy Jr.': 'Eddie Foy', 'Minor Watson': 'Albee', 'S.Z. Sakall': 'Schwab', 'Walter Catlett': 'Theatre Manager'}","['Biography', 'Drama', 'Musical']"
Raging Bull,"{'Cathy Moriarty': 'Vickie La Motta', 'Joe Pesci': 'Joey', 'Robert De Niro': 'Jake La Motta', 'Bill Hanrahan': 'Eddie Eagan', 'Charles Scorsese': 'Charlie - Man With Como', 'Don Dunphy': 'Himself - Radio Announcer For Dauthuille Fight', 'Frank Adonis': 'Patsy', 'Frank Topham': 'Toppy', 'Frank Vincent': 'Salvy', 'Joseph Bono': 'Guido', 'Lori Anne Flax': 'Irma', 'Mario Gallo': 'Mario', 'Nicholas Colasanto': 'Tommy Como', 'Rita Bennett': ""Emma - Miss 48's"", 'Theresa Saldana': 'Lenore'}","['Biography', 'Drama', 'Sport']"
Belle,"{'Kaho Nakamura': 'Suzu/Belle', 'Kenjirô Tsuda': 'Jelinek', 'Kôji Yakusho': ""Suzu's Father"", 'Mami Koyama': 'Swan', 'Mamoru Miyano': 'Muitaro Hitokawa/Tokoraemaru', 'Michiko Shimizu': 'Kita', 'Rina Izuta': 'Hiroka Betsuyaku', 'Ryô Narita': 'Shinobu Hisatake', 'Shôta Sometani': 'Shinjiro Chikami', 'Tina Tamashiro': 'Ruka Watanabe', 'Toshiyuki Morikawa': 'Justian', 'Fuyumi Sakamoto': 'Okumoto', 'Ryôko Moriyama': 'Yoshitani', 'Sachiyo Nakao': 'Hatanaka', 'Yoshimi Iwasaki': 'Nakai'}","['Adventure', 'Sci-Fi', 'Drama', 'Fantasy', 'Animation']"
Eternal Sunshine of the Spotless Mind,"{'Jim Carrey': 'Joel Barish', 'Kate Winslet': 'Clementine Kruczynski', 'Tom Wilkinson': 'Dr. Howard Mierzwiak', 'Amir Ali Said': 'Young Bully', 'Brian Price': 'Young Bully', 'David Cross': 'Rob', 'Debbon Ayer': ""Joel's Mother"", 'Elijah Wood': 'Patrick', 'Gerry Robert Byrne': 'Train Conductor', 'Jane Adams': 'Carrie', 'Kirsten Dunst': 'Mary', 'Mark Ruffalo': 'Stan', 'Paulie Litt': 'Young Bully', 'Ryan Whitney': 'Young Joel', 'Thomas Jay Ryan': 'Frank'}","['Drama', 'Romance']"
The Piano,"{'Harvey Keitel': 'George Baines', 'Holly Hunter': 'Ada McGrath', 'Sam Neill': 'Alisdair Stewart', 'Anna Paquin': 'Flora McGrath', 'Bruce Allpress': 'Blind Piano Tuner', 'Carla Rupuha': 'Heni - Mission Girl', 'Cliff Curtis': 'Mana', 'Geneviève Lemon': 'Nessie', 'Ian Mune': 'Reverend', 'Kerry Walker': 'Aunt Morag', 'Mahina Tunui': 'Mere - Mission Girl', 'Pete Smith': 'Hone', 'Peter Dennett': 'Head Seaman', 'Te Whatanui Skipwith': 'Chief Nihe', 'Tungia Baker': 'Hira'}","['Drama', 'Romance']"
Of Mice and Men,"{'Betty Field': 'Mae Jackson', 'Bob Steele': 'Curley Jackson', 'Burgess Meredith': 'George Milton', 'Charles Bickford': 'Slim', 'Granville Bates': 'Carlson', 'Leigh Whipper': 'Crooks', 'Lon Chaney Jr.': 'Lennie Small', 'Noah Beery Jr.': 'Whit', ""Oscar O'Shea"": 'Jackson', 'Roman Bohnen': 'Candy', 'Baldwin Cooke': 'Ranch Hand', 'Helen Lynd': 'Susie', 'John Beach': 'Ranch Hand', 'Silver Tip Baker': 'Old Hand', 'Whitney De Rahm': 'Ranch Hand'}",['Drama']
Dead Souls,"{'Camille Laemlé': 'Producer', 'José-Michel Buhler': 'Co-Producer', 'Serge Lalou': 'Producer'}",['Documentary']
Zama,"{'Carlos Defeo': 'Principal Cast', 'Daniel Giménez Cacho': 'Don Diego De Zama', 'Daniel Veronese': 'Gobernador', 'Jorge Román': 'Principal Cast', 'Juan Minujín': 'Ventura Prieto', 'Lola Dueñas': 'Luciana Piñares De Luenga', 'Mariana Nunes': 'Principal Cast', 'Matheus Nachtergaele': 'Vicuña Porto', 'Nahuel Cano': 'Manuel Fernández', 'Rafael Spregelburd': 'Capitán Hipólito Parrilla', 'Camila Sosa': 'Cast'}",['Drama']
Dick Johnson Is Dead,"{'Ana Hoffman': 'Backup Singer', 'Dick Johnson': 'Self', 'Kirsten Johnson': 'Self', 'Vasthy Mompoint': 'Backup Singer', 'Katy Chevigny': 'Producer', 'Marilyn Ness': 'Producer', 'Maureen A. Ryan': 'Co-Producer', 'Megan Ellison': 'Executive Producer', 'Simon Mendes': 'Associate Producer'}","['Drama', 'Documentary']"
High Noon,"{'Eve McVeagh': 'Mildred Fuller', 'Gary Cooper': 'Marshal Will Kane', 'Grace Kelly': 'Amy Fowler Kane', 'Harry Morgan': 'Sam Fuller', 'Ian Macdonald': 'Frank Miller', 'Katy Jurado': 'Helen Ramírez', 'Lloyd Bridges': 'Deputy Marshal Harvey Pell', 'Lon Chaney Jr.': 'Martin Howe', 'Otto Kruger': 'Judge Percy Mettrick', 'Thomas Mitchell': 'Mayor Jonas Henderson', 'Harry Shannon': 'Cooper', 'Lee Van Cleef': 'Jack Colby', 'Morgan Farley': 'Dr. Mahin - Minister', 'Robert J. Wilke': 'Jim Pierce', 'Sheb Wooley': 'Ben Miller'}","['Action', 'Drama', 'Thriller', 'Western']"
Rebel Without a Cause,"{'Ann Doran': 'Mrs. Carol Stark', 'Corey Allen': 'Buzz Gunderson', 'Dennis Hopper': 'Goon', 'Edward Platt': 'Ray Fremick', 'James Dean': 'Jim Stark', 'Jim Backus': 'Frank Stark', 'Natalie Wood': 'Judy', 'Rochelle Hudson': ""Judy's Mother"", 'Sal Mineo': ""John 'Plato' Crawford"", 'William Hopper': ""Judy's Father"", 'Beverly Long': 'Helen', 'Ian Wolfe': 'Dr. Minton', 'Marietta Canty': 'Crawford Family Maid', 'Steffi Sidney': 'Mil', 'Virginia Brissac': ""Mrs. Stark - Jim's Grandmother""}",['Drama']
