movie_name,actors_List,genre_list 
The Human Voice,"{'Tilda Swinton': 'Woman', 'Agustín Almodóvar': 'Producer', 'Esther García': 'Producer'}","['Drama', 'Short']"
Brooklyn,"{'Jim Broadbent': 'Father Flood', 'Julie Walters': 'Mrs. Kehoe', 'Saoirse Ronan': 'Eilis Lacey', 'Aine Ni Mhuiri': 'Mrs. Byrne', 'Alisha Heng': 'Shelly', 'Alisha Reis': 'Shelley', 'Barbara Drennan': 'Shabby Woman', 'Brid Brennan': 'Miss Kelly', 'Domhnall Gleeson': 'Jim Farrell', ""Eileen O'Higgins"": 'Nancy', 'Emily Bett Rickards': 'Patty', 'Emma Lowe': 'Mrs. Brady', 'Emory Cohen': 'Tony', 'Eva Birthistle': 'Georgina', 'Eve Macklin': 'Diana', 'Fiona Glascott': 'Rose', 'Gillian McCarthy': 'Timid Woman', 'Hugh Gormley': 'Priest', 'James Corscadden': 'Ship Waiter', 'Jane Brennan': 'Mary Lacey', 'Jenn Murray': 'Dolores', 'Karen Belfo': 'Lady At The Cinema', 'Maeve McGrath': 'Mary', ""Mary O'Driscoll"": 'Miss McAdam', 'Matt Glynn': 'Priest', 'Michael Zegen': 'Maurizio', 'Nora-Jane Noone': 'Sheila', 'Paulino Nuñes': 'Mr. Fiorello', 'Peter Campion': 'George Sheridan'}","['Drama', 'Comedy', 'Romance']"
Nobody Knows,"{'Ayu Kitaura': 'Kyoko', 'Hiei Kimura': 'Shigeru', 'Momoko Shimizu': 'Yuki', 'Yûya Yagira': 'Akira Fukushima', 'Hanae Kan': 'Saki', 'Kazuyoshi Kushida': 'Yoshinaga, The Landlord', ""Ken'ichi Endô"": 'Pachinko Parlor Employee', 'Ryo Kase': 'Mini-Market Employee', 'Sei Hiraizumi': 'Mini-Market Manager', 'Susumu Terajima': 'Baseball Coach', 'Takako Tate': 'Mini-Market Teller', 'You': 'Keiko, The Mother', 'Yûichi Kimura': 'Sugihara (Taxi Driver)', 'Yukiko Okamoto': 'Eriko Yoshinaga'}",['Drama']
Life Is Sweet,"{'Alison Steadman': 'Wendy', 'Jim Broadbent': 'Andy', 'Claire Skinner': 'Natalie', 'David Neilson': 'Steve', 'David Thewlis': ""Nicola's Lover"", 'Harriet Thorpe': 'Customer', 'Jack Thorpe-Baker': 'Nigel', 'Jane Horrocks': 'Nicola', 'Moya Brady': 'Paula', 'Paul Trussel': 'Chef', 'Stephen Rea': 'Patsy', 'Timothy Spall': 'Aubrey'}","['Drama', 'Comedy']"
Faces,"{'Darlene Conley': 'Billy Mae', 'Dorothy Gulliver': 'Florence', 'Fred Draper': 'Freddie Draper', 'Gena Rowlands': 'Jeannie Rapp', 'Gene Darfler': 'Joe Jackson', 'Joanne Moore Jordan': 'Louise Draper', 'John Marley': 'Richard Forst', 'Lynn Carlin': 'Maria Forst', 'Seymour Cassel': 'Chet', 'Val Avery': 'Jim McCarthy', 'Anita White': 'Cast', 'Ann Shirley': 'Cast', 'Dave Mazzie': 'Cast', 'Elizabeth Deering': 'Stella', 'Julie Gambol': 'Cast'}",['Drama']
Mary Poppins,"{'Dick Van Dyke': 'Bert/Mr. Dawes Senior', 'Julie Andrews': 'Mary Poppins', 'Arthur Malet': 'Mr. Dawes Junior', 'Arthur Treacher': 'The Constable', 'David Tomlinson': 'Mr. Banks', 'Ed Wynn': 'Uncle Albert', 'Elsa Lanchester': 'Katie Nanna', 'Glynis Johns': 'Mrs. Banks', 'Hermione Baddeley': 'The Domestic', 'James Logan': 'Bank Doorman', 'Jane Darwell': 'The Bird Woman', 'Karen Dotrice': 'Jane Banks', 'Matthew Garber': 'Michael Banks', 'Reginald Owen': 'Admiral Boom', 'Reta Shaw': 'The Domestic'}","['Fantasy', 'Comedy', 'Family', 'Musical']"
The Lord of the Rings: The Two Towers,"{'Andy Serkis': 'Gollum', 'Bernard Hill': 'Theoden', 'Billy Boyd': ""Peregrin 'Pippin' Took"", 'Brad Dourif': 'Grima Wormtongue', 'Bruce Allpress': 'Aldor', 'Bruce Hopkins': 'Gamling', 'Calum Gittins': 'Haleth', 'Cate Blanchett': 'Galadriel', 'Christopher Lee': 'Saruman The White', 'Ian McKellen': 'Gandalf', 'Jed Brophy': 'Sharku/Snaga', 'John Bach': 'Madril', 'Orlando Bloom': 'Legolas Greenleaf', 'Paris Howe Strewe': 'Théodred - Prince Of Rohan', 'Sala Baker': 'Man Flesh Uruk', 'Sam Comery': 'Éothain', 'Sean Astin': ""Samwise 'Sam' Gamgee""}","['Action', 'Adventure', 'Fantasy']"
L'Enfant (The Child),"{'Déborah François': 'Sonia', 'Jérémie Renier': 'Bruno', 'Anne Gerard': 'Commerçante', 'Bernard Marbaix': 'Commerçant', 'Delphine Tomson': 'La Fille Aux Cheveux Rouges', 'Fabrizio Rongione': 'Jeune Bandit', 'François Olivier': 'Remy', 'Frédéric Bodson': 'Bandit Plus Âgé', 'Jean-Claude Boniverd': 'Le Policier En Civil', 'Jérémie Segard': 'Steve', 'Leon Michaux': 'Policier Commissariat', 'Marie-Rose Roland': 'Une Infirmière', 'Olivier Gourmet': 'Policier En Civil', 'Samuel De Ryck': 'Thomas', 'Stéphane Marsin': 'Jeune Homme'}","['Drama', 'Romance', 'Crime']"
Sweet Country,"{'Anni Finsterer': 'Nell', 'Bryan Brown': 'Sergeant Fletcher', 'Ewen Leslie': 'Harry March', 'Gibson John': 'Archie', 'Hamilton Morris': 'Sam Kelly', 'Lachlan J. Modrzynski': 'Constable Campbell', 'Matt Day': 'Judge Taylor', 'Natassia Gorey Furber': 'Lizzie', 'Sam Neill': 'Fred Smith', 'Tremayne Doolan': 'Philomac', 'Trevon Doolan': 'Philomac', 'Sotiris Tzelios': 'Picture Show Man', 'Thomas M. Wright': 'Mick Kennedy'}","['Adventure', 'Drama', 'History', 'Thriller', 'Crime', 'Western']"
Jane Fonda in Five Acts,"{'Mary Luana Williams': 'Herself', 'Emma Pildes': 'Producer', 'Jessica Levin': 'Producer', 'Susan Lacy': 'Producer'}",['Documentary']
Newtown,{},['Documentary']
Poetry,"{'Da-wit Lee': 'Jongwook', 'Hira Kim': 'M. Kang', 'Jeong-hie Yun': 'Mija', 'Nae-sang Ahn': ""Kibum's Father"", 'Yong-taek Kim': 'Cast', 'Jun-dong Lee': 'Producer'}",['Drama']
Restless Creature: Wendy Whelan,"{'Wendy Whelan': 'Herself', 'Adam Schlesinger': 'Producer', 'Linda Saffire': 'Producer'}",['Documentary']
Birdman or (The Unexpected Virtue of Ignorance),"{'Amy Ryan': 'Cast', 'Andrea Riseborough': 'Laura', 'Edward Norton': 'Cast', 'Emma Stone': 'Cast', 'Michael Keaton': 'Riggan Thomson', 'Naomi Watts': 'Cast', 'Zach Galifianakis': 'Cast', 'Akira Ito': 'Translator', 'And Palladino': 'Audience Member', 'Anna Hardwick': 'Reporter #1', 'Benjamin Kanes': 'Young Birdman', 'Bill Camp': 'Cast', 'Bomber Hurley-Smith': 'Stage Manager', 'Carrie Ormond': 'Cast', 'Clark Middleton': 'Sidney', 'Damian Young': 'Gabriel', 'David Fierro': 'Cast', 'David Itchkawitz': 'Shocked Audience Member', 'Dusan Dukic': 'Reporter #2', 'Jamahl Garrison-Lowe': 'Daniel (Stagehand)', 'Jeremy Shamos': 'Ralph', 'Joel Garland': 'Jimmy (Stage Hand)', ""Katherine O'Sullivan"": 'Costume Assistant', 'Keenan Shimizu': 'Han', 'Kelli Wilcoxen': 'Theater Goer', 'Kelly Southerland': 'Annoying Times Square Guy #2', 'Kenny Chin': 'Korean Grocer', 'Lindsay Duncan': 'Tabitha', 'Marian Volk': 'Aficionado', 'Merritt Wever': 'Annie', 'Natalie Gold': 'Clara', 'Paula Blum': 'Shocked Nurse', 'Raymond Mamrak': 'Annoying Tourist', 'Stefanie Bari': 'Sophie', 'Stefano Villabona': 'Tourist Theater Audience Member', 'Teena Byrd': 'Tourist At A Broadway Show'}","['Drama', 'Comedy']"
Little Women,"{'Claire Danes': 'Beth March', 'Kirsten Dunst': 'Younger Amy March', 'Susan Sarandon': 'Mrs. Abigail ""Marmee"" March', 'Winona Ryder': 'Jo March', 'Christian Bale': 'Laurie', 'Corrie Clark': 'Belle Gardiner', 'Eric Stoltz': 'John Brooke', 'Florence Patterson': 'Hannah', 'Gabriel Byrne': 'Friedrich Bhaer', 'John Neville': 'Mr. Laurence', 'Mary Wickes': 'Aunt March', 'Rebecca Toolan': 'Mrs. Gardiner', 'Robin Collins': 'Carriage Boy', 'Samantha Mathis': 'Older Amy March', 'Trini Alvarado': 'Meg March'}","['Drama', 'Romance', 'Family']"
Shakespeare in Love,"{'Geoffrey Rush': 'Philip Henslowe', 'Joseph Fiennes': 'Will Shakespeare', 'Antony Sher': 'Dr. Moth', 'Bridget McConnell': 'Lady In Waiting', 'Georgie Glen': 'Lady In Waiting', 'Judi Dench': 'Queen Elizabeth', 'Martin Clunes': 'Richard Burbage', 'Nicholas Boulton': 'Henry Condell', 'Patrick Barlow': 'Will Kempe', 'Sandra Reinton': 'Rosaline', 'Simon Callow': 'Tilney - Master Of The Revels', 'Steven Beard': 'Makepeace - The Preacher', ""Steven O'Donnell"": 'Lambert', 'Tim McMullan': 'Frees', 'Tom Wilkinson': 'Hugh Fennyman'}","['Drama', 'Comedy', 'Romance']"
The Awful Truth,"{""Alexander D'Arcy"": 'Armand Duvalle', 'Cary Grant': 'Jerry Warriner', 'Cecil Cunningham': 'Aunt Patsy', 'Esther Dale': 'Mrs. Leeson', 'Irene Dunne': 'Lucy Warriner', 'Joyce Compton': 'Dixie Belle Lee', 'Molly Lamont': 'Barbara Vance', 'Ralph Bellamy': 'Daniel Leeson', 'Robert Allen': 'Frank Randall', 'Robert Warwick': 'Mr. Vance', 'Al Bridge': 'Motor Cop', 'Claud Allister': 'Lord Fabian', 'Mary Forbes': 'Mrs. Vance', 'Ruth Cherrington': 'Minor Role', 'Wyn Cahoon': 'Mrs. Barnsley'}","['Comedy', 'Romance']"
Can You Ever Forgive Me?,"{'Alice Kremelberg': 'Cast', 'Anna Deavere Smith': 'Elaine', 'Ben Falcone': 'Alan Schmidt', 'Christian Navarro': 'Kurt', 'Dolly Wells': 'Cast', 'Erik LaRay Harvey': 'Agent Solonas', 'Gregory Korostishevsky': 'Andre', 'Jane Curtin': 'Marjorie', 'Jennifer Westfeldt': 'Principal Cast', 'Joanna Adler': 'Arlene', 'Julie Ann Emery': 'Principal Cast', 'Marc Evan Jackson': 'Lloyd', 'Melissa McCarthy': 'Lee Israel', 'Michael Cyril Creighton': 'Harry', 'Pun Bandhu': 'Agent Doyle', 'Richard E. Grant': 'Jack Hock', ""Shae D'Lyn"": 'Nell', 'Stephen Spinella': 'Cast', 'Anne Hollister': 'Young Girl At Vet', 'Ben Rauch': 'Coat Check Guy', 'Brandon Scott Jones': 'Glen', 'Kevin Carolan': 'Tom Clancy', 'Marcus Choi': 'Another Cubicle Guy', 'Mary B. McCann': 'Judge', 'Michael Laurence': 'Fenwick', 'Moisés Acevedo': 'Clerk', 'Rosal Colon': 'Rachel', 'Tiffany Blair': 'Lady With Bird'}","['Biography', 'Drama', 'Comedy', 'Crime']"
Wolfwalkers,"{'Amy Dunne': 'Additional Voices', 'Eva Whittaker': 'Mebh Óg MacTíre', 'Honor Kneafsey': 'Robyn Goodfellowe', 'John Morton': 'Stumpy Woodcutter', 'Jon Kenny': 'Stringy Woodcutter, Ned', 'Maria Doyle Kennedy': 'Moll MacTíre', 'Niamh Moyles': 'Fishmonger', 'Nora Twomey': 'Additional Voices', 'Oliver McGrath': 'Street Children Ringleader, Padraig', 'Paul Young': 'Sheep Farmer', 'Sean Bean': 'Bill Goodfellowe', 'Simon McBurney': 'Lord Protector Cromwell', 'Tommy Tiernan': 'Seán Óg', 'Ben Andrews': 'Soldier', 'Gilly Fogg': 'Additional Voices', 'Jerome Burelbach': 'Soldier', 'Michael McGrath': 'Additional Voices', 'Vince Drews': 'Soldier'}","['Adventure', 'Fantasy', 'Animation', 'Family']"
It Happened One Night,"{'Alan Hale': 'Danker', 'Arthur Hoyt': 'Zeke', 'Blanche Friderici': ""Zeke's Wife"", 'Charles C. Wilson': 'Gordon', 'Clark Gable': 'Peter', 'Claudette Colbert': 'Ellie', 'Ernie Adams': 'The Bag Thief', 'Jameson Thomas': 'Westley', 'Roscoe Karns': 'Shapeley', 'Walter Connolly': 'Andrews', 'Harry C. Bradley': 'Henderson', 'Irving Bacon': 'Gas Station Attendant', 'Jessie Arnold': 'Woman At Auto Camp', 'Ward Bond': 'Bus Driver #1', 'William Bailey': 'Clark'}","['Comedy', 'Romance']"
The Body Remembers When the World Broke Open,"{'Aidan Dee': 'Jessa', 'Anthony Bolognese': 'Jonah', 'Barbara Eve Harris': 'Sophie', 'Charlie Hannah': 'Cat', 'Elle-Máijá Tailfeathers': 'Áila', 'James Angus Cowan': 'Cole', 'Jay Cardinal Villeneuve': 'Cory', 'Sonny Surowiec': 'Taxi Driver #1', 'Tony Massil': 'Neighbour', 'Violet Nelson': 'Rosie', 'Anesha Bailey': 'Receptionist', 'Charles Jarman': 'Taxi Driver #2', 'Glenn Cho': 'Clerk', 'Joan Boisjoly': 'Gladys', 'Paul Jarrett': 'Dr. Phillips'}",['Drama']
The Missing Picture,"{'Randal Douc': 'Narrator', 'Catherine Dussart': 'Producer'}",['Documentary']
"I Travel Because I Have to, I Come Back Because I Love You",{'Irandhir Santos': 'Cast'},['Drama']
The Invisible Man,"{'Claude Rains': 'Dr. Jack Griffin Aka The Invisible Man', 'Dudley Digges': 'Chief Detective', 'E.E. Clive': 'Constable Jaffers', 'Forrester Harvey': 'Herbert Hall', 'Gloria Stuart': 'Flora Cranley', 'Harry Stubbs': 'Inspector Bird', 'Henry Travers': 'Dr. Cranley', 'Holmes Herbert': 'Chief Of Police', ""Una O'Connor"": 'Jenny Hall', 'William Harrigan': 'Dr. Arthur Kemp', 'Donald Stuart': 'Inspector Lane', 'Merle Tottenham': 'Millie', 'Robert Adair': 'Detective Thompson', 'Ted Billings': 'Villager Playing Darts', 'Walter Brennan': 'Bicycle Owner'}","['Sci-Fi', 'Horror']"
Scarface,"{'Ann Dvorak': 'Cesca Camonte', 'Boris Karloff': 'Tom Gaffney', 'C. Henry Gordon': 'Police Inspector Guarino', 'George Raft': 'Guino Rinaldo', 'Karen Morley': 'Poppy', 'Osgood Perkins': 'Johnny Lovo', 'Paul Muni': 'Tony Camonte', 'Purnell Pratt': 'Mr. Garston - Publisher', 'Tully Marshall': 'Managing Editor', 'Vince Barnett': 'Angelo', 'Edwin Maxwell': 'Detective Chief', 'Eugenie Besserer': 'Citizens Committee Member', 'Gus Arnheim': 'Orchestra Leader', 'Henry Armetta': 'Pietro - Barber', 'Inez Palange': ""Tony's Mother""}","['Action', 'Drama', 'Thriller', 'Crime', 'Film-Noir']"
Of Men and War,"{'Elisabeth Garbar': 'Co-Producer', 'Heinz Dill': 'Co-Producer', 'Isidore Bethel': 'Associate Producer', 'Laurent Bécue-Renard': 'Producer', 'Thierry Garrel': 'Associate Producer'}","['History', 'War', 'Documentary']"
The Long Goodbye,"{'David Arkin': 'Harry', 'Elliott Gould': 'Philip Marlowe', 'Henry Gibson': 'Dr. Verringer', 'Jim Bouton': 'Terry Lennox', 'Jo Ann Brody': 'Jo Ann Eggenweiler', 'Mark Rydell': 'Marty Augustine', 'Nina van Pallandt': 'Eileen Wade', 'Stephen Coit': 'Detective Farmer', 'Sterling Hayden': 'Roger Wade', 'Warren Berlinger': 'Morgan', 'Enrique Lucero': 'Jefe', 'Jack Knight': 'Mabel', 'Pancho Córdova': 'Doctor', 'Pepe Callahan': 'Pepe', 'Vincent Palmieri': 'Vince'}","['Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']"
Imitation of Life,"{""Dan O'Herlihy"": 'David Edwards', 'John Gavin': 'Steve Archer', 'John Vivyan': 'Young Man', 'Juanita Moore': 'Annie Johnson', 'Karin Dicker': 'Sarah Jane - 8', 'Lana Turner': 'Lora Meredith', 'Robert Alda': 'Allen Loomis', 'Sandra Dee': 'Susie - 16', 'Susan Kohner': 'Sarah Jane - 18', 'Terry Burnham': 'Susie - 6', 'Ann Robinson': 'Showgirl', 'David Tomack': 'Mr. McKenney', 'Lee Goodman': 'Photographer', 'Sandra Gould': 'Annette', 'Troy Donahue': 'Frankie'}",['Drama']
Pain and Glory,"{'Agustín Almodóvar': 'Sacerdote', 'Antonio Banderas': 'Salvador Mallo', 'Asier Etxeandia': 'Alberto Crespo', 'Asier Flores': 'Salvador Mallo', 'Cecilia Roth': 'Zulema', 'César Vicente': 'Albañil Eduardo', 'Eva Martín': 'Radióloga', 'Julián López': 'Presentador', 'Julieta Serrano': 'Madre', 'Leonardo Sbaraglia': 'Federico Delgado', 'Nora Navas': 'Mercedes', 'Penélope Cruz': 'Jacinta Mallo Joven', 'Raúl Arévalo': 'Venancio Mallo', 'Rosalía': 'Rosita', 'Susi Sánchez': 'Beata', 'Alba García': 'Cast', 'Pedro Casablanc': 'Dr. Galindo', 'Sara Sierra': 'Conchita'}",['Drama']
Genèse (Genesis),"{'Antoine Marchand Gagnon': 'Alexis', ""Ariane L'Heureux"": 'Étudiante', 'Brett Dier': 'Todd', 'Émile Bilodeau': 'Seb', 'Emilie Bierre': 'Béatrice', 'Étienne Galloy': 'David', 'Marc Beaupré': 'Coach Jacques', 'Marie Jasmina': 'Zoé', 'Noée Abita': 'Charlotte', 'Paul Ahmarani': 'Perrier', 'Pier-Luc Funk': 'Maxime', 'Guillaume Laurin': 'Surveillant', 'Jean-Simon Leduc': 'Ricardo', 'Mylène Mackay': 'Mme Sinclair', 'Noémi Lira': 'Martha', 'Tayna V. Lavoie': 'Sandrine'}",['Drama']
The Farthest,"{'Carolyn Porco': 'Herself', 'Charley Kohlhase': 'Himself', 'Edward Stone': 'Himself', 'Fran Bagenal': 'Herself', 'Frank Drake': 'Himself', 'John Casani': 'Himself', 'Larry Soderblom': 'Himself', 'Lawrence Krauss': 'Himself', 'Nick Sagan': 'Himself', 'Timothy Ferris': 'Himself', 'Frank Locatell': 'Himself', 'Heidi Hammel': 'Herself', 'James F. Bell': 'Himself', 'Jon Lomberg': 'Himself', 'Suzanne Dodd': 'Herself'}","['History', 'Documentary']"
Gomorrah,"{'Gianfelice Imparato': 'Don Ciro', 'Salvatore Abruzzese': 'Totò', 'Toni Servillo': 'Franco', 'Angelo Aliberti': 'Man In Quarry', 'Antonio Aiello': 'Famel', 'Antonio Amato': ""Totò's Friend"", 'Carmine Paternoster': 'Roberto', 'Ciro Petrone': 'Ciro', 'Denis Bajrami': 'Kid Driving Truck', 'Dora Angelone': ""Maria's Friend"", 'Gigio Morra': 'Iavarone', 'Marco Macor': 'Marco', 'Maria Nazionale': 'Maria', 'Salvatore Cantalupo': 'Pasquale', 'Vincenzo Altamura': 'Gaetano'}","['Drama', 'Crime']"
Days,"{'Anong Houngheuangsy': 'Non', 'Kang-sheng Lee': 'Kang', 'Claude Wang': 'Producer', 'Ming-liang Tsai': 'Executive Producer', 'Pei-Hua Yu': 'Executive Producer', 'Shu-Ping Li': 'Co-Executive Producer'}",['Drama']
To Be and to Have,"{'Gilles Sandoz': 'Producer', 'Serge Lalou': 'Associate Producer'}","['Family', 'Documentary']"
Halloween,"{'Donald Pleasence': 'Dr. Sam Loomis', 'Jamie Lee Curtis': 'Laurie Strode', 'Tony Moran': 'Michael Myers (Age 23)', 'Adam Hollander': 'Keith', 'Arthur Malet': 'Graveyard Keeper', 'Brent Le Page': 'Lonnie Elamb', 'Brian Andrews': 'Tommy Doyle', 'Charles Cyphers': 'Sheriff Leigh Brackett', 'John Michael Graham': 'Bob Simms', 'Kyle Richards': 'Lindsey Wallace', 'Mickey Yablans': 'Richie', 'Nancy Kyes': 'Annie Brackett', 'Nancy Stephens': 'Marion Chambers', 'P.J. Soles': 'Lynda Van Der Klok', 'Robert Phalen': 'Dr. Terence Wynn'}","['Thriller', 'Horror']"
Eraserhead,"{'Allen Joseph': 'Mr. X', 'Charlotte Stewart': 'Mary X', 'Jack Fisk': 'Man In The Planet', 'Jack Nance': 'Henry Spencer', 'Jean Lange': 'Grandmother', 'Jeanne Bates': 'Mrs. X', 'Judith Roberts': 'Beautiful Girl Across The Hall', 'Laurel Near': 'Lady In The Radiator', 'Thomas Coulson': 'The Boy', 'V. Phipps-Wilson': 'Landlady (Long Version)', 'Darwin Joston': 'Paul', 'Hal Landon Jr.': 'Pencil Machine Operator', 'Jennifer Chambers Lynch': 'Little Girl', 'John Monez': 'Bum', 'T. Max Graham': 'The Boss'}",['Horror']
The Velvet Underground,"{'Allen Ginsberg': 'Self', 'Amy Taubin': 'Self', 'Barbara Walters': 'Self', 'Danny Fields': 'Self', 'Doug Yule': 'Self', 'Jackson Browne': 'Self', 'John Cale': 'Self', 'John Waters': 'Self', 'Jonas Mekas': 'Self', 'Jonathan Richman': 'Self', 'La Monte Young': 'Self', 'Lou Reed': 'Self', 'Mary Woronov': 'Self', 'Maureen Tucker': 'Self', 'Merrill Reed Weiner': 'Self', 'Sterling Morrison': 'Self', 'Henry Flynt': 'Self', 'Martha Morrison': 'Self', 'Richard Mishkin': 'Self'}","['Music', 'Documentary']"
Medium Cool,"{'Bob McAndrew': 'Pennybaker', 'Charles Geary': ""Harold's Father"", 'Christine Bergstrom': 'Dede', 'Harold Blankenship': 'Harold', 'Marianna Hill': 'Ruth', 'Peter Bonerz': 'Gus', 'Robert Forster': 'John Cassellis', 'Sid McCoy': 'Frank Baker', 'Verna Bloom': 'Eileen', 'William Sickingen': 'News Director', 'Beverly Younger': 'Rich Lady', 'Doug Kimball': 'Newscaster', 'Edward Croke': 'Plain-Clothesman', 'Marrian Walters': 'Social Worker', 'Peter Boyle': 'Gun Clinic Manager'}",['Drama']
Can You Bring It: Bill T. Jones and D-Man in the Waters,"{'Duana Butler': 'Producer', 'Rosalynde LeBlanc': 'Producer'}",['Documentary']
Fire at Sea,"{'Francesco Mannino': 'Himself', 'Francesco Paterna': 'Himself', 'Giuseppe Fragapane': 'Himself', 'Maria Costa': 'Herself', 'Maria Signorello': 'Herself', 'Mattias Cucina': 'Himself', 'Pietro Bartolo': 'Himself', 'Samuele Caruana': 'Himself', 'Samuele Pucillo': 'Himself', 'Camille Laemlé': 'Producer', 'Donatella Palermo': 'Producer', 'Gianfranco Rosi': 'Producer', 'Martine Saada': 'Producer', 'Olivier Père': 'Co-Producer', 'Paolo Del Brocco': 'Producer', 'Rémi Burah': 'Co-Producer', 'Roberto Cicutto': 'Producer', 'Serge Lalou': 'Producer'}",['Documentary']
The Fugitive,"{'Harrison Ford': 'Dr. Richard Kimble', 'Tommy Lee Jones': 'Samuel Gerard', 'Andreas Katsulas': 'Sykes', 'Daniel Roebuck': 'Biggs', 'Jeroen Krabbé': 'Dr. Charles Nichols', 'Joe Pantoliano': 'Cosmo Renfro', 'John Drummond': 'Newscaster', 'Joseph F. Kosala': 'Detective Rosetti', 'Julianne Moore': 'Dr. Anne Eastman', 'L. Scott Caldwell': 'Poole', 'Miguel Nino': 'Chicago Cop #1', 'Ron Dean': 'Detective Kelly', 'Sela Ward': 'Helen Kimble', 'Tom Wood': 'Newman', 'Tony Fosco': 'Chicago Cop #2'}","['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
F for Fake,"{'Clifford Irving': 'Self', 'David Walsh': 'Self', 'Edith Irving': 'Self', 'Elmyr de Hory': 'Self', 'François Reichenbach': 'Self - Special Participant', 'Laurence Harvey': 'Self', 'Oja Kodar': 'Self - The Girl', 'Orson Welles': 'Self - Narrator', 'Paul Stewart': 'Self - Special Participant', 'Richard Wilson': 'Self - Special Participant', 'Alexander Welles': 'Special Participant', 'Gary Graver': 'Special Participant', 'Howard Hughes': 'Self', 'Joseph Cotten': 'Self - Special Participant', 'Richard Drewett': 'Self - Associate Producer'}",['Documentary']
About Elly (2009),"{'Ahmad Mehranfar': 'Manoochehr', 'Golshifteh Farahani': 'Sepideh', 'Mani Haghighi': 'Amir', ""Marila Zare'i"": 'Shohreh', 'Peyman Moaadi': 'Peyman', ""Ra'na Azadivar"": 'Naazi', 'Saber Abbar': 'Alireza', 'Shahab Hosseini': 'Ahmad', 'Taraneh Alidoosti': 'Elly', 'Asghar Farhadi': 'Producer', 'Mahmoud Razavi': 'Producer', 'Simaye Mehr': 'Producer'}","['Drama', 'Mystery']"
The Bridge on the River Kwai,"{'Alec Guinness': 'Colonel Nicholson', 'André Morell': 'Colonel Green', 'Geoffrey Horne': 'Lieutenant Joyce', 'Jack Hawkins': 'Major Warden', 'James Donald': 'Major Clipton/Doctor', 'John Boxer': 'Major Hughes', 'Percy Herbert': 'Grogan', 'Peter Williams': 'Captain Reeves', 'Sessue Hayakawa': 'Colonel Saito', 'William Holden': 'Cmdr. Shears', 'Ann Sears': 'Nurse', 'Harold Goodwin': 'Baker', 'Heihachirô Ôkawa': 'Captain Kanematsu', 'Keiichirô Katsumoto': 'Lieutenant Miura', 'M.R.B. Chakrabandhu': 'Yai'}","['Adventure', 'Drama', 'War']"
Goldfinger,"{'Gert Fröbe': 'Goldfinger', 'Honor Blackman': 'Pussy Galore', 'Sean Connery': 'James Bond', 'Austin Willis': 'Simmons', 'Bernard Lee': ""'M'"", 'Bill Nagy': 'Midnight', 'Cec Linder': 'Felix Leiter', 'Harold Sakata': 'Oddjob', 'Lois Maxwell': 'Moneypenny', 'Martin Benson': 'Solo', 'Michael Mellinger': 'Kisch', 'Nadja Regin': 'Bonita', 'Peter Cranwell': 'Johnny', 'Shirley Eaton': 'Jill Masterson', 'Tania Mallet': 'Tilly Masterson'}","['Action', 'Adventure', 'Thriller']"
Ma Rainey's Black Bottom,"{'Chadwick Boseman': 'Levee', 'Colman Domingo': 'Cutler', 'Dusan Brown': 'Sylvester', 'Glynn Turman': 'Toledo', 'Jeremy Shamos': 'Irvin', 'Jonathan Coyne': 'Sturdyvant', 'Joshua Harto': 'Policeman', 'Michael Potts': 'Slow Drag', 'Taylour Paige': 'Dussie Mae', 'Viola Davis': 'Ma Rainey', 'Antonio Fierro': 'Laborer', 'Brent Feitl': 'Biker', 'Gregory Bromfield': 'Shop Owner', 'James Ciesielski': 'Laborer', 'Jordan Rhone': 'Delivery Boy', 'Phil Nardozzi': 'Deli Worker', 'Tony Amen': 'Laborer'}","['Drama', 'Music']"
One False Move,"{'Bill Paxton': ""Dale 'Hurricane' Dixon"", 'Billy Bob Thornton': 'Ray Malcolm', 'Cynda Williams': 'Fantasia - Lila Walker', 'Derrick Williams': 'Darren', 'Earl Billings': 'John McFeely', 'Jim Metzler': 'Dud Cole', 'Jimmy Bridges': 'Bobby', 'Kevin Hunter': 'Ronnie', ""Meredith 'Jeta' Donovan"": 'Bonnie', 'Michael Beach': ""Lenny 'Pluto' Franklyn"", 'Natalie Canerday': 'Cheryl Ann', 'Phyllis Kirklin': 'Mrs. Walker', 'Phyllis Sutton': 'Jackie', 'Robert Anthony Bell': 'Byron', 'Robert Ginnaven': 'Charlie'}","['Drama', 'Crime']"
En el Séptimo Día (On the Seventh Day),"{'Abel Perez': 'Jesús', 'Alejandro Huitzil': 'Nacho', 'Alfonso Velazquez': 'Felix', 'Cristofer Huitzil': 'Marcador', 'Eduardo Espinosa': 'Juan', 'Fernando Cardona': 'José', 'Genoel Ramírez': 'Artemio', 'Gilberto Arenas': 'Alfonso', 'Gilberto Jimenez': 'Elmer', 'Ricardo Gonzalez': 'Ricardo', 'Alex Halpern': 'Barman', 'Christopher Gabriel Núñez': 'Steve', 'Delfino Solis': 'Delfino', 'Donal Brophy': 'Ray', 'Ernesto Lucero': 'Baltasar'}",['Drama']
